"DATE","REGION","AGEGROUP","SEX","BRAND","DOSE","COUNT"
2021-07-25,"Flanders","18-24","F","Pfizer-BioNTech","B",399
2021-07-25,"Flanders","18-24","M","Johnson&Johnson","C",12
2021-07-25,"Flanders","18-24","M","Pfizer-BioNTech","A",15
2021-07-25,"Flanders","18-24","M","Pfizer-BioNTech","B",414
2021-07-25,"Flanders","25-34","F","Johnson&Johnson","C",4
2021-07-25,"Flanders","25-34","F","Moderna","A",2
2021-07-25,"Flanders","25-34","F","Moderna","B",2
2021-07-25,"Flanders","25-34","F","Pfizer-BioNTech","A",12
2021-07-25,"Flanders","25-34","F","Pfizer-BioNTech","B",264
2021-07-25,"Flanders","25-34","M","Johnson&Johnson","C",10
2021-07-25,"Flanders","25-34","M","Pfizer-BioNTech","A",7
2021-07-25,"Flanders","25-34","M","Pfizer-BioNTech","B",242
2021-07-25,"Flanders","35-44","F","AstraZeneca-Oxford","B",2
2021-07-25,"Flanders","35-44","F","Johnson&Johnson","C",8
2021-07-25,"Flanders","35-44","F","Moderna","A",2
2021-07-25,"Flanders","35-44","F","Moderna","B",1
2021-07-25,"Flanders","35-44","F","Pfizer-BioNTech","A",8
2021-07-25,"Flanders","35-44","F","Pfizer-BioNTech","B",2629
2021-07-25,"Flanders","35-44","M","AstraZeneca-Oxford","B",4
2021-07-25,"Flanders","35-44","M","Johnson&Johnson","C",11
2021-07-25,"Flanders","35-44","M","Moderna","A",1
2021-07-25,"Flanders","35-44","M","Moderna","B",3
2021-07-25,"Flanders","35-44","M","Pfizer-BioNTech","A",8
2021-07-25,"Flanders","35-44","M","Pfizer-BioNTech","B",3329
2021-07-25,"Flanders","45-54","F","AstraZeneca-Oxford","B",61
2021-07-25,"Flanders","45-54","F","Johnson&Johnson","C",7
2021-07-25,"Flanders","45-54","F","Moderna","A",1
2021-07-25,"Flanders","45-54","F","Pfizer-BioNTech","A",4
2021-07-25,"Flanders","45-54","F","Pfizer-BioNTech","B",94
2021-07-25,"Flanders","45-54","M","AstraZeneca-Oxford","A",1
2021-07-25,"Flanders","45-54","M","AstraZeneca-Oxford","B",56
2021-07-25,"Flanders","45-54","M","Johnson&Johnson","C",4
2021-07-25,"Flanders","45-54","M","Pfizer-BioNTech","A",3
2021-07-25,"Flanders","45-54","M","Pfizer-BioNTech","B",85
2021-07-25,"Flanders","55-64","F","AstraZeneca-Oxford","A",1
2021-07-25,"Flanders","55-64","F","AstraZeneca-Oxford","B",121
2021-07-25,"Flanders","55-64","F","Johnson&Johnson","C",10
2021-07-25,"Flanders","55-64","F","Pfizer-BioNTech","A",1
2021-07-25,"Flanders","55-64","F","Pfizer-BioNTech","B",19
2021-07-25,"Flanders","55-64","M","AstraZeneca-Oxford","B",138
2021-07-25,"Flanders","55-64","M","Johnson&Johnson","C",12
2021-07-25,"Flanders","55-64","M","Pfizer-BioNTech","A",1
2021-07-25,"Flanders","55-64","M","Pfizer-BioNTech","B",34
2021-07-25,"Flanders","65-74","F","AstraZeneca-Oxford","B",179
2021-07-25,"Flanders","65-74","F","Johnson&Johnson","C",4
2021-07-25,"Flanders","65-74","F","Pfizer-BioNTech","B",4
2021-07-25,"Flanders","65-74","M","AstraZeneca-Oxford","B",193
2021-07-25,"Flanders","65-74","M","Johnson&Johnson","C",5
2021-07-25,"Flanders","65-74","M","Pfizer-BioNTech","A",1
2021-07-25,"Flanders","65-74","M","Pfizer-BioNTech","B",3
2021-07-25,"Flanders","75-84","F","Johnson&Johnson","C",1
2021-07-25,"Flanders","75-84","F","Pfizer-BioNTech","A",1
2021-07-25,"Flanders","75-84","F","Pfizer-BioNTech","B",1
2021-07-25,"Flanders","75-84","M","AstraZeneca-Oxford","B",5
2021-07-25,"Flanders","85+","F","AstraZeneca-Oxford","B",1
2021-07-25,"Flanders","85+","F","Pfizer-BioNTech","B",2
2021-07-25,"Flanders","85+","M","AstraZeneca-Oxford","B",1
2021-07-25,"Flanders","85+","M","Johnson&Johnson","C",1
2021-07-25,"Flanders","85+","M","Pfizer-BioNTech","B",1
2021-07-25,NA,"00-11","M","Pfizer-BioNTech","A",1
2021-07-25,NA,"12-15","F","Pfizer-BioNTech","A",3
2021-07-25,NA,"12-15","M","Pfizer-BioNTech","A",2
2021-07-25,NA,"16-17","F","Moderna","A",1
2021-07-25,NA,"16-17","F","Pfizer-BioNTech","A",1
2021-07-25,NA,"18-24","F","AstraZeneca-Oxford","A",1
2021-07-25,NA,"18-24","F","Johnson&Johnson","C",2
2021-07-25,NA,"18-24","F","Moderna","A",3
2021-07-25,NA,"18-24","F","Pfizer-BioNTech","B",3
2021-07-25,NA,"18-24","M","Johnson&Johnson","C",5
2021-07-25,NA,"18-24","M","Moderna","A",6
2021-07-25,NA,"18-24","M","Pfizer-BioNTech","A",2
2021-07-25,NA,"25-34","F","Johnson&Johnson","C",5
2021-07-25,NA,"25-34","F","Moderna","A",6
2021-07-25,NA,"25-34","F","Moderna","B",4
2021-07-25,NA,"25-34","F","Pfizer-BioNTech","A",4
2021-07-25,NA,"25-34","F","Pfizer-BioNTech","B",8
2021-07-25,NA,"25-34","M","Johnson&Johnson","C",5
2021-07-25,NA,"25-34","M","Moderna","A",9
2021-07-25,NA,"25-34","M","Moderna","B",4
2021-07-25,NA,"25-34","M","Pfizer-BioNTech","A",5
2021-07-25,NA,"25-34","M","Pfizer-BioNTech","B",7
2021-07-25,NA,"25-34",NA,"Johnson&Johnson","C",1
2021-07-25,NA,"25-34",NA,"Moderna","B",2
2021-07-25,NA,"25-34",NA,"Pfizer-BioNTech","A",1
2021-07-25,NA,"35-44","F","AstraZeneca-Oxford","B",2
2021-07-25,NA,"35-44","F","Johnson&Johnson","C",3
2021-07-25,NA,"35-44","F","Moderna","A",7
2021-07-25,NA,"35-44","F","Moderna","B",4
2021-07-25,NA,"35-44","F","Pfizer-BioNTech","A",2
2021-07-25,NA,"35-44","F","Pfizer-BioNTech","B",6
2021-07-25,NA,"35-44","M","AstraZeneca-Oxford","B",1
2021-07-25,NA,"35-44","M","Johnson&Johnson","C",3
2021-07-25,NA,"35-44","M","Moderna","A",7
2021-07-25,NA,"35-44","M","Moderna","B",2
2021-07-25,NA,"35-44","M","Pfizer-BioNTech","A",1
2021-07-25,NA,"35-44","M","Pfizer-BioNTech","B",9
2021-07-25,NA,"45-54","F","Johnson&Johnson","C",4
2021-07-25,NA,"45-54","F","Moderna","A",2
2021-07-25,NA,"45-54","F","Pfizer-BioNTech","A",1
2021-07-25,NA,"45-54","F","Pfizer-BioNTech","B",1
2021-07-25,NA,"45-54","M","AstraZeneca-Oxford","B",3
2021-07-25,NA,"45-54","M","Johnson&Johnson","C",3
2021-07-25,NA,"45-54","M","Moderna","A",3
2021-07-25,NA,"45-54","M","Pfizer-BioNTech","A",4
2021-07-25,NA,"45-54","M","Pfizer-BioNTech","B",2
2021-07-25,NA,"55-64","F","Pfizer-BioNTech","B",1
2021-07-25,NA,"55-64","M","AstraZeneca-Oxford","B",4
2021-07-25,NA,"55-64","M","Johnson&Johnson","C",2
2021-07-25,NA,"55-64","M","Moderna","A",1
2021-07-25,NA,"55-64","M","Pfizer-BioNTech","B",2
2021-07-25,NA,"65-74","M","AstraZeneca-Oxford","B",1
2021-07-25,NA,"75-84","F","Pfizer-BioNTech","A",1
2021-07-25,NA,"75-84","M","Pfizer-BioNTech","A",1
2021-07-25,"Wallonia","00-11","M","Pfizer-BioNTech","B",1
2021-07-25,"Wallonia","18-24","F","Johnson&Johnson","C",1
2021-07-25,"Wallonia","18-24","F","Moderna","A",1
2021-07-25,"Wallonia","18-24","M","Pfizer-BioNTech","B",1
2021-07-25,"Wallonia","25-34","F","Moderna","B",2
2021-07-25,"Wallonia","25-34","F","Pfizer-BioNTech","B",4
2021-07-25,"Wallonia","25-34","M","Pfizer-BioNTech","A",1
2021-07-25,"Wallonia","25-34","M","Pfizer-BioNTech","B",4
2021-07-25,"Wallonia","35-44","F","Pfizer-BioNTech","B",1
2021-07-25,"Wallonia","35-44","M","Pfizer-BioNTech","A",1
2021-07-25,"Wallonia","45-54","M","Moderna","B",1
2021-07-26,"Brussels","00-11","F","Pfizer-BioNTech","A",15
2021-07-26,"Brussels","00-11","M","Pfizer-BioNTech","A",22
2021-07-26,"Brussels","12-15","F","Johnson&Johnson","C",1
2021-07-26,"Brussels","12-15","F","Moderna","A",1
2021-07-26,"Brussels","12-15","F","Pfizer-BioNTech","A",131
2021-07-26,"Brussels","12-15","F","Pfizer-BioNTech","B",7
2021-07-26,"Brussels","12-15","M","Pfizer-BioNTech","A",126
2021-07-26,"Brussels","12-15","M","Pfizer-BioNTech","B",6
2021-07-26,"Brussels","16-17","F","Johnson&Johnson","C",2
2021-07-26,"Brussels","16-17","F","Moderna","A",1
2021-07-26,"Brussels","16-17","F","Moderna","B",1
2021-07-26,"Brussels","16-17","F","Pfizer-BioNTech","A",42
2021-07-26,"Brussels","16-17","F","Pfizer-BioNTech","B",26
2021-07-26,"Brussels","16-17","M","Johnson&Johnson","C",2
2021-07-26,"Brussels","16-17","M","Moderna","A",1
2021-07-26,"Brussels","16-17","M","Moderna","B",2
2021-07-26,"Brussels","16-17","M","Pfizer-BioNTech","A",37
2021-07-26,"Brussels","16-17","M","Pfizer-BioNTech","B",33
2021-07-26,"Brussels","18-24","F","Johnson&Johnson","C",40
2021-07-26,"Brussels","18-24","F","Moderna","A",41
2021-07-26,"Brussels","18-24","F","Moderna","B",56
2021-07-26,"Brussels","18-24","F","Pfizer-BioNTech","A",94
2021-07-26,"Brussels","18-24","F","Pfizer-BioNTech","B",209
2021-07-26,"Brussels","18-24","M","AstraZeneca-Oxford","B",1
2021-07-26,"Brussels","18-24","M","Johnson&Johnson","C",42
2021-07-26,"Brussels","18-24","M","Moderna","A",30
2021-07-26,"Brussels","18-24","M","Moderna","B",39
2021-07-26,"Brussels","18-24","M","Pfizer-BioNTech","A",72
2021-07-26,"Brussels","18-24","M","Pfizer-BioNTech","B",182
2021-07-26,"Brussels","18-24",NA,"Johnson&Johnson","C",1
2021-07-26,"Brussels","25-34","F","AstraZeneca-Oxford","B",3
2021-07-26,"Brussels","25-34","F","Johnson&Johnson","C",47
2021-07-26,"Brussels","25-34","F","Moderna","A",59
2021-07-26,"Brussels","25-34","F","Moderna","B",283
2021-07-26,"Brussels","25-34","F","Pfizer-BioNTech","A",109
2021-07-26,"Brussels","25-34","F","Pfizer-BioNTech","B",670
2021-07-26,"Brussels","25-34","M","AstraZeneca-Oxford","B",1
2021-07-26,"Brussels","25-34","M","Johnson&Johnson","C",82
2021-07-26,"Brussels","25-34","M","Moderna","A",54
2021-07-26,"Brussels","25-34","M","Moderna","B",308
2021-07-26,"Brussels","25-34","M","Pfizer-BioNTech","A",103
2021-07-26,"Brussels","25-34","M","Pfizer-BioNTech","B",664
2021-07-26,"Brussels","35-44","F","AstraZeneca-Oxford","B",289
2021-07-26,"Brussels","35-44","F","Johnson&Johnson","C",18
2021-07-26,"Brussels","35-44","F","Moderna","A",17
2021-07-26,"Brussels","35-44","F","Moderna","B",29
2021-07-26,"Brussels","35-44","F","Pfizer-BioNTech","A",70
2021-07-26,"Brussels","35-44","F","Pfizer-BioNTech","B",195
2021-07-26,"Brussels","35-44","M","AstraZeneca-Oxford","B",388
2021-07-26,"Brussels","35-44","M","Johnson&Johnson","C",39
2021-07-26,"Brussels","35-44","M","Moderna","A",28
2021-07-26,"Brussels","35-44","M","Moderna","B",40
2021-07-26,"Brussels","35-44","M","Pfizer-BioNTech","A",69
2021-07-26,"Brussels","35-44","M","Pfizer-BioNTech","B",202
2021-07-26,"Brussels","45-54","F","AstraZeneca-Oxford","B",270
2021-07-26,"Brussels","45-54","F","Johnson&Johnson","C",16
2021-07-26,"Brussels","45-54","F","Moderna","A",11
2021-07-26,"Brussels","45-54","F","Moderna","B",14
2021-07-26,"Brussels","45-54","F","Pfizer-BioNTech","A",45
2021-07-26,"Brussels","45-54","F","Pfizer-BioNTech","B",58
2021-07-26,"Brussels","45-54","M","AstraZeneca-Oxford","B",446
2021-07-26,"Brussels","45-54","M","Johnson&Johnson","C",20
2021-07-26,"Brussels","45-54","M","Moderna","A",14
2021-07-26,"Brussels","45-54","M","Moderna","B",11
2021-07-26,"Brussels","45-54","M","Other","A",1
2021-07-26,"Brussels","45-54","M","Pfizer-BioNTech","A",39
2021-07-26,"Brussels","45-54","M","Pfizer-BioNTech","B",81
2021-07-26,"Brussels","55-64","F","AstraZeneca-Oxford","B",166
2021-07-26,"Brussels","55-64","F","Johnson&Johnson","C",12
2021-07-26,"Brussels","55-64","F","Moderna","A",5
2021-07-26,"Brussels","55-64","F","Moderna","B",6
2021-07-26,"Brussels","55-64","F","Pfizer-BioNTech","A",29
2021-07-26,"Brussels","55-64","F","Pfizer-BioNTech","B",61
2021-07-26,"Brussels","55-64","M","AstraZeneca-Oxford","B",222
2021-07-26,"Brussels","55-64","M","Johnson&Johnson","C",16
2021-07-26,"Brussels","55-64","M","Moderna","A",3
2021-07-26,"Brussels","55-64","M","Moderna","B",10
2021-07-26,"Brussels","55-64","M","Pfizer-BioNTech","A",33
2021-07-26,"Brussels","55-64","M","Pfizer-BioNTech","B",37
2021-07-26,"Brussels","65-74","F","AstraZeneca-Oxford","B",59
2021-07-26,"Brussels","65-74","F","Johnson&Johnson","C",6
2021-07-26,"Brussels","65-74","F","Moderna","A",6
2021-07-26,"Brussels","65-74","F","Moderna","B",6
2021-07-26,"Brussels","65-74","F","Pfizer-BioNTech","A",16
2021-07-26,"Brussels","65-74","F","Pfizer-BioNTech","B",16
2021-07-26,"Brussels","65-74","M","AstraZeneca-Oxford","B",52
2021-07-26,"Brussels","65-74","M","Johnson&Johnson","C",8
2021-07-26,"Brussels","65-74","M","Moderna","A",4
2021-07-26,"Brussels","65-74","M","Pfizer-BioNTech","A",18
2021-07-26,"Brussels","65-74","M","Pfizer-BioNTech","B",20
2021-07-26,"Brussels","75-84","F","AstraZeneca-Oxford","B",27
2021-07-26,"Brussels","75-84","F","Johnson&Johnson","C",4
2021-07-26,"Brussels","75-84","F","Moderna","A",2
2021-07-26,"Brussels","75-84","F","Moderna","B",1
2021-07-26,"Brussels","75-84","F","Pfizer-BioNTech","A",8
2021-07-26,"Brussels","75-84","F","Pfizer-BioNTech","B",11
2021-07-26,"Brussels","75-84","M","AstraZeneca-Oxford","B",30
2021-07-26,"Brussels","75-84","M","Johnson&Johnson","C",4
2021-07-26,"Brussels","75-84","M","Moderna","A",1
2021-07-26,"Brussels","75-84","M","Moderna","B",2
2021-07-26,"Brussels","75-84","M","Pfizer-BioNTech","A",3
2021-07-26,"Brussels","75-84","M","Pfizer-BioNTech","B",4
2021-07-26,"Brussels","85+","F","AstraZeneca-Oxford","B",11
2021-07-26,"Brussels","85+","F","Johnson&Johnson","C",3
2021-07-26,"Brussels","85+","F","Pfizer-BioNTech","A",2
2021-07-26,"Brussels","85+","F","Pfizer-BioNTech","B",7
2021-07-26,"Brussels","85+","M","AstraZeneca-Oxford","B",9
2021-07-26,"Brussels","85+","M","Johnson&Johnson","C",2
2021-07-26,"Brussels","85+","M","Pfizer-BioNTech","A",4
2021-07-26,"Flanders","00-11","F","Pfizer-BioNTech","A",178
2021-07-26,"Flanders","00-11","M","Pfizer-BioNTech","A",153
2021-07-26,"Flanders","12-15","F","Pfizer-BioNTech","A",2705
2021-07-26,"Flanders","12-15","F","Pfizer-BioNTech","B",58
2021-07-26,"Flanders","12-15","M","Johnson&Johnson","C",1
2021-07-26,"Flanders","12-15","M","Pfizer-BioNTech","A",2888
2021-07-26,"Flanders","12-15","M","Pfizer-BioNTech","B",48
2021-07-26,"Flanders","16-17","F","AstraZeneca-Oxford","B",1
2021-07-26,"Flanders","16-17","F","Johnson&Johnson","C",5
2021-07-26,"Flanders","16-17","F","Moderna","A",17
2021-07-26,"Flanders","16-17","F","Moderna","B",9
2021-07-26,"Flanders","16-17","F","Pfizer-BioNTech","A",379
2021-07-26,"Flanders","16-17","F","Pfizer-BioNTech","B",275
2021-07-26,"Flanders","16-17","M","Johnson&Johnson","C",17
2021-07-26,"Flanders","16-17","M","Moderna","A",14
2021-07-26,"Flanders","16-17","M","Moderna","B",4
2021-07-26,"Flanders","16-17","M","Pfizer-BioNTech","A",442
2021-07-26,"Flanders","16-17","M","Pfizer-BioNTech","B",248
2021-07-26,"Flanders","18-24","F","AstraZeneca-Oxford","B",2
2021-07-26,"Flanders","18-24","F","Johnson&Johnson","C",37
2021-07-26,"Flanders","18-24","F","Moderna","A",178
2021-07-26,"Flanders","18-24","F","Moderna","B",401
2021-07-26,"Flanders","18-24","F","Pfizer-BioNTech","A",292
2021-07-26,"Flanders","18-24","F","Pfizer-BioNTech","B",1783
2021-07-26,"Flanders","18-24","M","Johnson&Johnson","C",82
2021-07-26,"Flanders","18-24","M","Moderna","A",204
2021-07-26,"Flanders","18-24","M","Moderna","B",333
2021-07-26,"Flanders","18-24","M","Pfizer-BioNTech","A",289
2021-07-26,"Flanders","18-24","M","Pfizer-BioNTech","B",1667
2021-07-26,"Flanders","25-34","F","AstraZeneca-Oxford","B",5
2021-07-26,"Flanders","25-34","F","Johnson&Johnson","C",36
2021-07-26,"Flanders","25-34","F","Moderna","A",177
2021-07-26,"Flanders","25-34","F","Moderna","B",2267
2021-07-26,"Flanders","25-34","F","Pfizer-BioNTech","A",121
2021-07-26,"Flanders","25-34","F","Pfizer-BioNTech","B",3117
2021-07-26,"Flanders","25-34","M","AstraZeneca-Oxford","B",3
2021-07-26,"Flanders","25-34","M","Johnson&Johnson","C",64
2021-07-26,"Flanders","25-34","M","Moderna","A",204
2021-07-26,"Flanders","25-34","M","Moderna","B",2672
2021-07-26,"Flanders","25-34","M","Pfizer-BioNTech","A",95
2021-07-26,"Flanders","25-34","M","Pfizer-BioNTech","B",3884
2021-07-26,"Flanders","35-44","F","AstraZeneca-Oxford","B",216
2021-07-26,"Flanders","35-44","F","Johnson&Johnson","C",61
2021-07-26,"Flanders","35-44","F","Moderna","A",163
2021-07-26,"Flanders","35-44","F","Moderna","B",402
2021-07-26,"Flanders","35-44","F","Pfizer-BioNTech","A",85
2021-07-26,"Flanders","35-44","F","Pfizer-BioNTech","B",12925
2021-07-26,"Flanders","35-44","M","AstraZeneca-Oxford","B",209
2021-07-26,"Flanders","35-44","M","Johnson&Johnson","C",93
2021-07-26,"Flanders","35-44","M","Moderna","A",192
2021-07-26,"Flanders","35-44","M","Moderna","B",467
2021-07-26,"Flanders","35-44","M","Pfizer-BioNTech","A",71
2021-07-26,"Flanders","35-44","M","Pfizer-BioNTech","B",16561
2021-07-26,"Flanders","45-54","F","AstraZeneca-Oxford","A",2
2021-07-26,"Flanders","45-54","F","AstraZeneca-Oxford","B",1448
2021-07-26,"Flanders","45-54","F","Johnson&Johnson","C",73
2021-07-26,"Flanders","45-54","F","Moderna","A",114
2021-07-26,"Flanders","45-54","F","Moderna","B",58
2021-07-26,"Flanders","45-54","F","Pfizer-BioNTech","A",57
2021-07-26,"Flanders","45-54","F","Pfizer-BioNTech","B",509
2021-07-26,"Flanders","45-54","M","AstraZeneca-Oxford","A",2
2021-07-26,"Flanders","45-54","M","AstraZeneca-Oxford","B",1676
2021-07-26,"Flanders","45-54","M","Johnson&Johnson","C",131
2021-07-26,"Flanders","45-54","M","Moderna","A",188
2021-07-26,"Flanders","45-54","M","Moderna","B",75
2021-07-26,"Flanders","45-54","M","Pfizer-BioNTech","A",41
2021-07-26,"Flanders","45-54","M","Pfizer-BioNTech","B",606
2021-07-26,"Flanders","55-64","F","AstraZeneca-Oxford","A",1
2021-07-26,"Flanders","55-64","F","AstraZeneca-Oxford","B",2695
2021-07-26,"Flanders","55-64","F","Johnson&Johnson","C",53
2021-07-26,"Flanders","55-64","F","Moderna","A",45
2021-07-26,"Flanders","55-64","F","Moderna","B",39
2021-07-26,"Flanders","55-64","F","Pfizer-BioNTech","A",53
2021-07-26,"Flanders","55-64","F","Pfizer-BioNTech","B",127
2021-07-26,"Flanders","55-64","M","AstraZeneca-Oxford","A",3
2021-07-26,"Flanders","55-64","M","AstraZeneca-Oxford","B",3102
2021-07-26,"Flanders","55-64","M","Johnson&Johnson","C",65
2021-07-26,"Flanders","55-64","M","Moderna","A",66
2021-07-26,"Flanders","55-64","M","Moderna","B",28
2021-07-26,"Flanders","55-64","M","Pfizer-BioNTech","A",41
2021-07-26,"Flanders","55-64","M","Pfizer-BioNTech","B",164
2021-07-26,"Flanders","65-74","F","AstraZeneca-Oxford","B",1183
2021-07-26,"Flanders","65-74","F","Johnson&Johnson","C",15
2021-07-26,"Flanders","65-74","F","Moderna","A",34
2021-07-26,"Flanders","65-74","F","Moderna","B",11
2021-07-26,"Flanders","65-74","F","Pfizer-BioNTech","A",42
2021-07-26,"Flanders","65-74","F","Pfizer-BioNTech","B",18
2021-07-26,"Flanders","65-74","M","AstraZeneca-Oxford","A",2
2021-07-26,"Flanders","65-74","M","AstraZeneca-Oxford","B",1218
2021-07-26,"Flanders","65-74","M","Johnson&Johnson","C",27
2021-07-26,"Flanders","65-74","M","Moderna","A",22
2021-07-26,"Flanders","65-74","M","Moderna","B",12
2021-07-26,"Flanders","65-74","M","Pfizer-BioNTech","A",30
2021-07-26,"Flanders","65-74","M","Pfizer-BioNTech","B",14
2021-07-26,"Flanders","75-84","F","AstraZeneca-Oxford","B",24
2021-07-26,"Flanders","75-84","F","Johnson&Johnson","C",10
2021-07-26,"Flanders","75-84","F","Moderna","A",13
2021-07-26,"Flanders","75-84","F","Moderna","B",3
2021-07-26,"Flanders","75-84","F","Pfizer-BioNTech","A",16
2021-07-26,"Flanders","75-84","F","Pfizer-BioNTech","B",9
2021-07-26,"Flanders","75-84","M","AstraZeneca-Oxford","B",28
2021-07-26,"Flanders","75-84","M","Johnson&Johnson","C",8
2021-07-26,"Flanders","75-84","M","Moderna","A",12
2021-07-26,"Flanders","75-84","M","Moderna","B",1
2021-07-26,"Flanders","75-84","M","Pfizer-BioNTech","A",13
2021-07-26,"Flanders","75-84","M","Pfizer-BioNTech","B",6
2021-07-26,"Flanders","85+","F","AstraZeneca-Oxford","A",1
2021-07-26,"Flanders","85+","F","AstraZeneca-Oxford","B",37
2021-07-26,"Flanders","85+","F","Johnson&Johnson","C",6
2021-07-26,"Flanders","85+","F","Moderna","A",2
2021-07-26,"Flanders","85+","F","Moderna","B",2
2021-07-26,"Flanders","85+","F","Pfizer-BioNTech","A",12
2021-07-26,"Flanders","85+","F","Pfizer-BioNTech","B",1
2021-07-26,"Flanders","85+","M","AstraZeneca-Oxford","A",1
2021-07-26,"Flanders","85+","M","AstraZeneca-Oxford","B",17
2021-07-26,"Flanders","85+","M","Johnson&Johnson","C",7
2021-07-26,"Flanders","85+","M","Moderna","A",4
2021-07-26,"Flanders","85+","M","Moderna","B",1
2021-07-26,"Flanders","85+","M","Pfizer-BioNTech","A",2
2021-07-26,NA,"12-15","F","Pfizer-BioNTech","A",6
2021-07-26,NA,"12-15","F","Pfizer-BioNTech","B",1
2021-07-26,NA,"12-15","M","Moderna","A",1
2021-07-26,NA,"12-15","M","Pfizer-BioNTech","A",7
2021-07-26,NA,"16-17","F","Johnson&Johnson","C",2
2021-07-26,NA,"16-17","F","Pfizer-BioNTech","A",3
2021-07-26,NA,"16-17","F","Pfizer-BioNTech","B",1
2021-07-26,NA,"16-17","M","Johnson&Johnson","C",2
2021-07-26,NA,"16-17","M","Pfizer-BioNTech","B",1
2021-07-26,NA,"18-24","F","Johnson&Johnson","C",5
2021-07-26,NA,"18-24","F","Moderna","A",7
2021-07-26,NA,"18-24","F","Moderna","B",3
2021-07-26,NA,"18-24","F","Pfizer-BioNTech","A",15
2021-07-26,NA,"18-24","F","Pfizer-BioNTech","B",12
2021-07-26,NA,"18-24","M","Johnson&Johnson","C",8
2021-07-26,NA,"18-24","M","Moderna","A",5
2021-07-26,NA,"18-24","M","Moderna","B",1
2021-07-26,NA,"18-24","M","Pfizer-BioNTech","A",12
2021-07-26,NA,"18-24","M","Pfizer-BioNTech","B",9
2021-07-26,NA,"25-34","F","AstraZeneca-Oxford","B",1
2021-07-26,NA,"25-34","F","Johnson&Johnson","C",12
2021-07-26,NA,"25-34","F","Moderna","A",9
2021-07-26,NA,"25-34","F","Moderna","B",4
